iter	Logloss
0	0.5965018163
1	0.5175428443
2	0.453824826
3	0.3953902374
4	0.3470731702
5	0.3107895006
6	0.2752715723
7	0.2501975414
8	0.2261765257
9	0.2086024461
10	0.1926123057
11	0.1780134976
12	0.168248688
13	0.1587629112
14	0.1494025319
15	0.1412678002
16	0.1345828367
17	0.1298834815
18	0.1240599565
19	0.1190356829
20	0.1155546926
21	0.11150459
22	0.1088009452
23	0.1057539377
24	0.1031108006
25	0.1010129591
26	0.09892688747
27	0.09696954089
28	0.09516480995
29	0.09350417437
30	0.09170899663
31	0.0901489015
32	0.08894446736
33	0.08699648109
34	0.08593952122
35	0.08455925698
36	0.08270079998
37	0.08171350871
38	0.08085219353
39	0.07985089988
40	0.07894018284
41	0.07800146654
42	0.07699450822
43	0.07640582602
44	0.07548495021
45	0.07485101571
46	0.07420623702
47	0.07374397153
48	0.07165569978
49	0.07091412878
50	0.0702764395
51	0.06971895083
52	0.06908521885
53	0.06811522419
54	0.06726918811
55	0.06665912943
56	0.06585516078
57	0.06541389932
58	0.06406901838
59	0.06340622138
60	0.06289752997
61	0.06240653148
62	0.06202394153
63	0.06177271123
64	0.06147877261
65	0.06113496711
66	0.06041429042
67	0.05955517297
68	0.05881723314
69	0.05850727488
70	0.05810709458
71	0.05778333244
72	0.05732543149
73	0.0569909241
74	0.05664709986
75	0.05632656731
76	0.05594934997
77	0.05513967758
78	0.05455117324
79	0.05424980237
80	0.05395452633
81	0.05344740798
82	0.05339726369
83	0.05271027066
84	0.05244727762
85	0.05210647804
86	0.05160590934
87	0.05132588102
88	0.05110313554
89	0.04996936983
90	0.04967087326
91	0.0494609309
92	0.0492148545
93	0.04885074347
94	0.04869246738
95	0.0481448585
96	0.0475345013
97	0.04722214546
98	0.04702713912
99	0.04684974724
100	0.04663007885
101	0.04649667887
102	0.04633205264
103	0.04614780338
104	0.04597251094
105	0.04552375064
106	0.04532773526
107	0.04512509116
108	0.04493126846
109	0.04467487501
110	0.04435498151
111	0.04406033839
112	0.04364061043
113	0.04333740688
114	0.04321465401
115	0.0429834179
116	0.04265791652
117	0.04242595043
118	0.04205059194
119	0.04180816892
120	0.04164850874
121	0.04146986196
122	0.04123425688
123	0.04101838459
124	0.040802564
125	0.04044719539
126	0.04010648665
127	0.03996483166
128	0.03965017586
129	0.03952054623
130	0.0393426397
131	0.03911502038
132	0.03893534
133	0.03873448246
134	0.03853482001
135	0.03837928312
136	0.0380641644
137	0.03733519894
138	0.03696097351
139	0.03681716043
140	0.03655010083
141	0.03640464091
142	0.03622414143
143	0.03612368105
144	0.03604251938
145	0.03591835184
146	0.03570140349
147	0.03559873386
148	0.03552719562
149	0.03513992881
150	0.0349427953
151	0.03486009819
152	0.03449250676
153	0.034446789
154	0.0343280084
155	0.03426372602
156	0.03409626312
157	0.03392364104
158	0.03372455328
159	0.03347750146
160	0.03342283802
161	0.03317044119
162	0.03305752867
163	0.03297891246
164	0.03289010461
165	0.03285574021
166	0.03270534338
167	0.03254804509
168	0.03242831098
169	0.03237071349
170	0.03229475571
171	0.03217584751
172	0.03172948357
173	0.03154541066
174	0.03150145716
175	0.03128647037
176	0.0310036375
177	0.03084954355
178	0.03069757623
179	0.03055178384
180	0.0303695726
181	0.0302929196
182	0.03018460202
183	0.03005980447
184	0.02999154963
185	0.02982064607
186	0.02963647163
187	0.02955385324
188	0.02941144433
189	0.02933230129
190	0.02912843815
191	0.02904813152
192	0.02886516338
193	0.02868845879
194	0.02862167564
195	0.02847769385
196	0.02828146807
197	0.02812668796
198	0.02802527555
199	0.02793848323
200	0.02787722749
201	0.02782328851
202	0.02777983733
203	0.02763914157
204	0.02744032211
205	0.02732349396
206	0.02725475797
207	0.02716108884
208	0.02711162862
209	0.0270520641
210	0.02685983795
211	0.02680031816
212	0.02673286319
213	0.02668252264
214	0.02654344476
215	0.02643875996
216	0.02632069991
217	0.0262149765
218	0.02609107071
219	0.02594119428
220	0.02583060692
221	0.02570765453
222	0.02570347697
223	0.02562110528
224	0.0255124096
225	0.02541253627
226	0.02536840146
227	0.0251855286
228	0.02514608687
229	0.02510575129
230	0.02497808475
231	0.02486982969
232	0.02475468807
233	0.02467289844
234	0.02467043108
235	0.02459041028
236	0.02454649396
237	0.02447853224
238	0.02439701955
239	0.02433559824
240	0.02426902693
241	0.02421931506
242	0.02412108946
243	0.02402236796
244	0.02399395707
245	0.02388502578
246	0.02378299748
247	0.02373434413
248	0.02368773723
249	0.02353026651
250	0.02347052799
251	0.02345724598
252	0.02344861966
253	0.02340575929
254	0.02334127625
255	0.02321934112
256	0.02307147703
257	0.02300697589
258	0.02294336854
259	0.02287272318
260	0.02277952572
261	0.02270245788
262	0.02265640922
263	0.02257896028
264	0.02246943683
265	0.02241060448
266	0.02234074582
267	0.02230376704
268	0.02224537077
269	0.02214187694
270	0.02204535061
271	0.02201151246
272	0.02193868873
273	0.02186706831
274	0.02181022584
275	0.02169760495
276	0.02168875361
277	0.02168612104
278	0.02163140979
279	0.02149847512
280	0.02147847908
281	0.02144939034
282	0.02137106995
283	0.02127261803
284	0.02117359474
285	0.02117117702
286	0.02114784083
287	0.02108158095
288	0.02097018078
289	0.02091870989
290	0.02082454377
291	0.02076405792
292	0.02071941757
293	0.02067124832
294	0.02063442952
295	0.02060046291
296	0.02056670831
297	0.02054370951
298	0.02049287882
299	0.02041553612
300	0.02039154102
301	0.02034828587
302	0.02029252335
303	0.02024737085
304	0.02020741593
305	0.0201864027
306	0.02011125611
307	0.01999270235
308	0.01988778711
309	0.01976946347
310	0.01973527954
311	0.0197109452
312	0.01964912141
313	0.01960549901
314	0.01952698035
315	0.01949929649
316	0.0194673385
317	0.01942005431
318	0.01934614372
319	0.01928497037
320	0.01921836409
321	0.01915519615
322	0.01911073204
323	0.01908726602
324	0.01905635313
325	0.01896927253
326	0.01891035942
327	0.01887908436
328	0.01886632991
329	0.0187691046
330	0.01868115244
331	0.01856016669
332	0.0184881452
333	0.01841871617
334	0.01835971584
335	0.01832253368
336	0.01825324519
337	0.01819964633
338	0.01812567877
339	0.01808659007
340	0.01797669875
341	0.01793826791
342	0.01787219585
343	0.01786088923
344	0.01782270261
345	0.01781066167
346	0.01761452772
347	0.01755096256
348	0.01750588307
349	0.01745083371
350	0.01743288613
351	0.01738337174
352	0.01732312949
353	0.01726840053
354	0.01717637762
355	0.01717636484
356	0.01714956788
357	0.01710551759
358	0.01704829095
359	0.01702267432
360	0.01701520529
361	0.0170093725
362	0.01692810741
363	0.01687825763
364	0.01687272985
365	0.01680499049
366	0.01674407454
367	0.01671760244
368	0.01665124434
369	0.01661052018
370	0.01655847234
371	0.01655068578
372	0.01653125735
373	0.01647049903
374	0.01644721597
375	0.01637862587
376	0.01635606397
377	0.01631986501
378	0.01630159788
379	0.0162013205
380	0.01615875321
381	0.01613882458
382	0.01613116765
383	0.0160824756
384	0.01606495907
385	0.01602630164
386	0.01599085703
387	0.01597837403
388	0.01592183016
389	0.01591907124
390	0.01590364262
391	0.01584562444
392	0.01577565835
393	0.01575064315
394	0.01566132552
395	0.01564429433
396	0.01561049902
397	0.01555369511
398	0.01550642342
399	0.0154802012
400	0.01545455752
401	0.01543019882
402	0.01542276205
403	0.0153377404
404	0.01531915148
405	0.01529686451
406	0.01527990949
407	0.01525093144
408	0.01520980553
409	0.01517334049
410	0.0151332165
411	0.01500550645
412	0.01499206881
413	0.01497911255
414	0.01496481587
415	0.01494982847
416	0.01488515747
417	0.01487303413
418	0.01485211369
419	0.01482909039
420	0.01480199249
421	0.01478493455
422	0.01478206848
423	0.01476173111
424	0.01470224289
425	0.01468021671
426	0.01464448917
427	0.01460719583
428	0.01460716652
429	0.01460716652
430	0.01460710033
431	0.01460710033
432	0.01460708739
433	0.01459218964
434	0.01458990354
435	0.01455544206
436	0.01453199607
437	0.01452364921
438	0.01450115635
439	0.01446630439
440	0.01445154121
441	0.01441944035
442	0.01438142194
443	0.01436361827
444	0.01434823829
445	0.01432250319
446	0.01427231307
447	0.01425139007
448	0.01424092679
449	0.01416635386
450	0.01414494519
451	0.01412773107
452	0.01407571115
453	0.01404632546
454	0.01401729931
455	0.01401720929
456	0.0140171225
457	0.01400713382
458	0.01399096187
459	0.013975704
460	0.01394262173
461	0.01393979573
462	0.01386021616
463	0.01381451045
464	0.01377286432
465	0.01377282504
466	0.01371998302
467	0.01370738171
468	0.01366628913
469	0.01363386187
470	0.01358546033
471	0.01356893632
472	0.01355504318
473	0.01349514636
474	0.01345450224
475	0.01342718538
476	0.01333712227
477	0.01330032925
478	0.0133003073
479	0.01327551918
480	0.01323092915
481	0.01323092915
482	0.0132291336
483	0.01321651635
484	0.01319138969
485	0.0131840549
486	0.01314912274
487	0.01312933416
488	0.01311773991
489	0.01310308725
490	0.01310307855
491	0.0130908092
492	0.01306451764
493	0.01302014895
494	0.01302014942
495	0.01302011339
496	0.01300817285
497	0.01294990342
498	0.01291200876
499	0.01283684074
500	0.01280208349
501	0.01273371109
502	0.01269882677
503	0.01268342727
504	0.01265326148
505	0.01264403135
506	0.01264392126
507	0.01258705415
508	0.01253486507
509	0.01252819964
510	0.01252000617
511	0.01250741525
512	0.01244411569
513	0.01241701143
514	0.01238866408
515	0.01238864843
516	0.01237253603
517	0.01235611472
518	0.01234483552
519	0.01229533575
520	0.012286805
521	0.01226779285
522	0.0122519719
523	0.01217341342
524	0.01215543076
525	0.01214403232
526	0.01212665103
527	0.01210472287
528	0.01207308825
529	0.01203899658
530	0.01199458883
531	0.01197042411
532	0.01194248601
533	0.01192615526
534	0.01189709319
535	0.01188273624
536	0.01184939625
537	0.01181242424
538	0.01178879219
539	0.01176439025
540	0.01174315502
541	0.01170665087
542	0.01168709769
543	0.01164465915
544	0.01164463979
545	0.01163373903
546	0.01162349891
547	0.01160782699
548	0.01159336871
549	0.01155760231
550	0.01152420215
551	0.01151360154
552	0.0114940423
553	0.01145503708
554	0.01145503024
555	0.01144606662
556	0.01143128531
557	0.01141410393
558	0.01138570499
559	0.01137746853
560	0.01134923816
561	0.01131424323
562	0.01130600877
563	0.01126464605
564	0.01125086219
565	0.01121794766
566	0.01116529923
567	0.01115674625
568	0.01114447886
569	0.01108450583
570	0.01106851999
571	0.01104536396
572	0.01103715988
573	0.01098388861
574	0.01096504298
575	0.01091987395
576	0.01090011653
577	0.0109000364
578	0.01088641551
579	0.0108864053
580	0.01088638812
581	0.01087704158
582	0.01086749819
583	0.01084699895
584	0.0108469888
585	0.01084698308
586	0.01084698308
587	0.0108469697
588	0.01084639546
589	0.01084436567
590	0.01082545422
591	0.01081168004
592	0.01076197377
593	0.01075562038
594	0.01075497814
595	0.01075497814
596	0.01075310181
597	0.0107530934
598	0.01072957235
599	0.01070944342
600	0.01070929648
601	0.01070926117
602	0.01070883595
603	0.01070883038
604	0.01070492262
605	0.01069477712
606	0.01068526246
607	0.01066654085
608	0.0106665007
609	0.01066648701
610	0.01066648099
611	0.01064880588
612	0.01062426897
613	0.01057087804
614	0.01054072363
615	0.01053131615
616	0.01049696866
617	0.01045314867
618	0.01043320229
619	0.010413083
620	0.01039911368
621	0.01037577288
622	0.0103459081
